Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2017","2017","tonnes","22243","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2018","2018","tonnes","23676","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2019","2019","tonnes","22237","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2020","2020","tonnes","32440","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","711","Anise, badian, fennel, coriander","2015","2015","tonnes","1729","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","711","Anise, badian, fennel, coriander","2016","2016","tonnes","1379","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","711","Anise, badian, fennel, coriander","2017","2017","tonnes","941","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","711","Anise, badian, fennel, coriander","2018","2018","tonnes","2081","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","711","Anise, badian, fennel, coriander","2019","2019","tonnes","2412","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","711","Anise, badian, fennel, coriander","2020","2020","tonnes","1694","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","515","Apples","2015","2015","tonnes","51447","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","515","Apples","2016","2016","tonnes","78122","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","515","Apples","2017","2017","tonnes","116248","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","515","Apples","2018","2018","tonnes","30640","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","515","Apples","2019","2019","tonnes","67449","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","515","Apples","2020","2020","tonnes","51485","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","515","Apples","2015","2015","tonnes","376","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","515","Apples","2016","2016","tonnes","767","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","206","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","515","Apples","2018","2018","tonnes","349","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","515","Apples","2019","2019","tonnes","350","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","515","Apples","2020","2020","tonnes","528","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","526","Apricots","2015","2015","tonnes","6519","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","526","Apricots","2016","2016","tonnes","1206","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","526","Apricots","2017","2017","tonnes","13804","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","526","Apricots","2018","2018","tonnes","25369","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","526","Apricots","2019","2019","tonnes","17831","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","526","Apricots","2020","2020","tonnes","14992","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","526","Apricots","2015","2015","tonnes","272","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","526","Apricots","2016","2016","tonnes","243","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","526","Apricots","2017","2017","tonnes","222","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","526","Apricots","2018","2018","tonnes","248","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","526","Apricots","2019","2019","tonnes","554","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","526","Apricots","2020","2020","tonnes","227","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","527","Apricots, dry","2015","2015","tonnes","","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","527","Apricots, dry","2016","2016","tonnes","","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","527","Apricots, dry","2015","2015","tonnes","","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","527","Apricots, dry","2016","2016","tonnes","","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","226","Areca nuts","2015","2015","tonnes","101781","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","226","Areca nuts","2016","2016","tonnes","124720","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","226","Areca nuts","2017","2017","tonnes","98669","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","226","Areca nuts","2018","2018","tonnes","473","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","226","Areca nuts","2019","2019","tonnes","489","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","226","Areca nuts","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","226","Areca nuts","2015","2015","tonnes","253","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","226","Areca nuts","2016","2016","tonnes","17","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","226","Areca nuts","2017","2017","tonnes","20","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","226","Areca nuts","2019","2019","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","226","Areca nuts","2020","2020","tonnes","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","366","Artichokes","2019","2019","tonnes","16","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","367","Asparagus","2015","2015","tonnes","3","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","367","Asparagus","2016","2016","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","367","Asparagus","2017","2017","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","367","Asparagus","2020","2020","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","572","Avocados","2015","2015","tonnes","3","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","572","Avocados","2016","2016","tonnes","26","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","572","Avocados","2017","2017","tonnes","28","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","572","Avocados","2018","2018","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","572","Avocados","2015","2015","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","572","Avocados","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","572","Avocados","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","486","Bananas","2015","2015","tonnes","38","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","486","Bananas","2016","2016","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","486","Bananas","2017","2017","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","486","Bananas","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","486","Bananas","2019","2019","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","486","Bananas","2020","2020","tonnes","14","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","486","Bananas","2015","2015","tonnes","53488","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","486","Bananas","2016","2016","tonnes","50259","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","486","Bananas","2017","2017","tonnes","45933","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","486","Bananas","2018","2018","tonnes","65139","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","486","Bananas","2019","2019","tonnes","116265","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","486","Bananas","2020","2020","tonnes","102388","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","44","Barley","2015","2015","tonnes","11246","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","44","Barley","2016","2016","tonnes","42813","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","44","Barley","2017","2017","tonnes","5680","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","44","Barley","2018","2018","tonnes","15422","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","44","Barley","2019","2019","tonnes","8479","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","44","Barley","2020","2020","tonnes","4645","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","44","Barley","2015","2015","tonnes","332","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","44","Barley","2016","2016","tonnes","22","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","44","Barley","2017","2017","tonnes","9","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","44","Barley","2019","2019","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","44","Barley","2020","2020","tonnes","223","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","176","Beans, dry","2015","2015","tonnes","95339","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","176","Beans, dry","2016","2016","tonnes","118814","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","176","Beans, dry","2017","2017","tonnes","118882","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","176","Beans, dry","2018","2018","tonnes","100946","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","176","Beans, dry","2019","2019","tonnes","103871","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","176","Beans, dry","2020","2020","tonnes","168880","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","176","Beans, dry","2016","2016","tonnes","606","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","176","Beans, dry","2018","2018","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","414","Beans, green","2015","2015","tonnes","24","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","414","Beans, green","2016","2016","tonnes","34","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","414","Beans, green","2017","2017","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","414","Beans, green","2015","2015","tonnes","103","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","414","Beans, green","2016","2016","tonnes","51","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","414","Beans, green","2017","2017","tonnes","200","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","414","Beans, green","2018","2018","tonnes","261","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","414","Beans, green","2019","2019","tonnes","356","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","414","Beans, green","2020","2020","tonnes","253","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5607","Import Quantity","1181","Beehives","2015","2015","No","13723","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5607","Import Quantity","1181","Beehives","2016","2016","No","24126","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5607","Import Quantity","1181","Beehives","2017","2017","No","152122","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5607","Import Quantity","1181","Beehives","2018","2018","No","357700","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5607","Import Quantity","1181","Beehives","2019","2019","No","917126","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5607","Import Quantity","1181","Beehives","2020","2020","No","227772","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5907","Export Quantity","1181","Beehives","2015","2015","No","138067","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5907","Export Quantity","1181","Beehives","2016","2016","No","1187673","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5907","Export Quantity","1181","Beehives","2017","2017","No","235892","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5907","Export Quantity","1181","Beehives","2018","2018","No","783553","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5907","Export Quantity","1181","Beehives","2019","2019","No","1498543","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5907","Export Quantity","1181","Beehives","2020","2020","No","864985","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","51","Beer of barley","2015","2015","tonnes","10","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","51","Beer of barley","2016","2016","tonnes","31","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","51","Beer of barley","2017","2017","tonnes","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","51","Beer of barley","2018","2018","tonnes","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","51","Beer of barley","2019","2019","tonnes","18","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","51","Beer of barley","2020","2020","tonnes","20","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1183","Beeswax","2015","2015","tonnes","12","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1183","Beeswax","2016","2016","tonnes","10","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1183","Beeswax","2017","2017","tonnes","40","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1183","Beeswax","2018","2018","tonnes","11","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1183","Beeswax","2019","2019","tonnes","34","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1183","Beeswax","2020","2020","tonnes","8","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1183","Beeswax","2015","2015","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1183","Beeswax","2019","2019","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","169","Beet pulp","2015","2015","tonnes","21","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","169","Beet pulp","2016","2016","tonnes","22","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","169","Beet pulp","2017","2017","tonnes","57","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","169","Beet pulp","2018","2018","tonnes","20","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","169","Beet pulp","2019","2019","tonnes","210","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","169","Beet pulp","2020","2020","tonnes","17","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","634","Beverages, distilled alcoholic","2015","2015","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","634","Beverages, distilled alcoholic","2016","2016","tonnes","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","634","Beverages, distilled alcoholic","2017","2017","tonnes","10","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","634","Beverages, distilled alcoholic","2018","2018","tonnes","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","634","Beverages, distilled alcoholic","2019","2019","tonnes","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","634","Beverages, distilled alcoholic","2020","2020","tonnes","12","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","633","Beverages, non alcoholic","2015","2015","tonnes","12304","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","633","Beverages, non alcoholic","2016","2016","tonnes","11058","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","633","Beverages, non alcoholic","2017","2017","tonnes","17155","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","633","Beverages, non alcoholic","2018","2018","tonnes","16100","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","633","Beverages, non alcoholic","2019","2019","tonnes","7549","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","633","Beverages, non alcoholic","2020","2020","tonnes","7840","Im","FAO data based on imputation methodology"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","633","Beverages, non alcoholic","2015","2015","tonnes","2004","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","633","Beverages, non alcoholic","2016","2016","tonnes","1219","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","633","Beverages, non alcoholic","2017","2017","tonnes","997","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","633","Beverages, non alcoholic","2018","2018","tonnes","2724","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","633","Beverages, non alcoholic","2019","2019","tonnes","788","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","633","Beverages, non alcoholic","2020","2020","tonnes","1100","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","59","Bran, maize","2016","2016","tonnes","50","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","59","Bran, maize","2015","2015","tonnes","644","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","59","Bran, maize","2016","2016","tonnes","483","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","59","Bran, maize","2018","2018","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","59","Bran, maize","2019","2019","tonnes","1337","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","59","Bran, maize","2020","2020","tonnes","1923","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","85","Bran, sorghum","2015","2015","tonnes","69","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","85","Bran, sorghum","2016","2016","tonnes","41","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","85","Bran, sorghum","2017","2017","tonnes","488","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","85","Bran, sorghum","2018","2018","tonnes","439","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","85","Bran, sorghum","2019","2019","tonnes","196","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","85","Bran, sorghum","2020","2020","tonnes","122","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","85","Bran, sorghum","2015","2015","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","85","Bran, sorghum","2016","2016","tonnes","19","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","85","Bran, sorghum","2017","2017","tonnes","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","85","Bran, sorghum","2018","2018","tonnes","7","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","85","Bran, sorghum","2019","2019","tonnes","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","85","Bran, sorghum","2020","2020","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","17","Bran, wheat","2015","2015","tonnes","8","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","17","Bran, wheat","2016","2016","tonnes","118","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","17","Bran, wheat","2017","2017","tonnes","106","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","17","Bran, wheat","2018","2018","tonnes","13","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","17","Bran, wheat","2019","2019","tonnes","209","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","17","Bran, wheat","2020","2020","tonnes","46","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","17","Bran, wheat","2015","2015","tonnes","56582","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","17","Bran, wheat","2016","2016","tonnes","23527","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","17","Bran, wheat","2017","2017","tonnes","19009","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","17","Bran, wheat","2018","2018","tonnes","117689","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","17","Bran, wheat","2019","2019","tonnes","66051","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","17","Bran, wheat","2020","2020","tonnes","86702","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","229","Brazil nuts, shelled","2016","2016","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","229","Brazil nuts, shelled","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","229","Brazil nuts, shelled","2020","2020","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","20","Bread","2015","2015","tonnes","171","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","20","Bread","2016","2016","tonnes","181","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","20","Bread","2017","2017","tonnes","149","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","20","Bread","2018","2018","tonnes","187","","Official data"
